IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
141.147.115.6,443,443,true,FRA,Europe,Frankfurt,342,8.41
192.9.250.241,443,443,true,SJC,North America,San Jose,203,8.40
192.9.137.193,8443,443,true,SJC,North America,San Jose,275,8.40
144.24.161.142,8443,443,true,FRA,Europe,Frankfurt,329,8.39
141.148.244.203,443,443,true,FRA,Europe,Frankfurt,202,8.36
84.8.155.176,443,443,true,FRA,Europe,Frankfurt,318,8.33
141.144.196.214,443,443,true,FRA,Europe,Frankfurt,291,8.27
144.21.51.83,443,443,true,FRA,Europe,Frankfurt,223,8.26
130.162.243.8,443,443,true,FRA,Europe,Frankfurt,417,8.26
130.162.174.113,443,443,true,FRA,Europe,Frankfurt,299,8.19
143.47.252.185,443,443,true,FRA,Europe,Frankfurt,346,8.18
158.101.217.208,443,443,true,FRA,Europe,Frankfurt,387,8.16
129.159.206.6,443,443,true,FRA,Europe,Frankfurt,291,8.13
141.147.110.129,443,443,true,FRA,Europe,Frankfurt,357,8.12
141.147.114.116,443,443,true,FRA,Europe,Frankfurt,371,7.99
152.67.139.4,443,443,true,FRA,Europe,Frankfurt,520,7.93
138.2.147.93,443,443,true,FRA,Europe,Frankfurt,352,7.93
79.72.92.203,443,443,true,FRA,Europe,Frankfurt,289,7.87
152.70.177.84,443,443,true,FRA,Europe,Frankfurt,353,7.85
84.8.149.233,443,443,true,FRA,Europe,Frankfurt,341,7.84
144.21.36.205,443,443,true,FRA,Europe,Frankfurt,238,7.81
89.168.107.97,443,443,true,FRA,Europe,Frankfurt,219,7.78
141.145.199.188,443,443,true,CDG,Europe,Paris,424,7.74
141.147.2.86,443,443,true,FRA,Europe,Frankfurt,188,7.74
68.233.127.163,8443,443,true,YYZ,North America,Toronto,313,7.68
89.168.112.118,2053,443,true,FRA,Europe,Frankfurt,229,7.66
143.47.248.164,443,443,true,FRA,Europe,Frankfurt,351,7.65
158.178.153.80,2096,443,true,AMS,Europe,Amsterdam,339,7.61
132.145.244.236,443,443,true,FRA,Europe,Frankfurt,351,7.60
204.216.105.106,8443,8443,true,YYZ,North America,Toronto,407,7.58
89.168.85.172,2053,443,true,FRA,Europe,Frankfurt,280,7.52
130.162.190.116,443,443,true,FRA,Europe,Frankfurt,386,7.49
158.180.17.136,443,443,true,FRA,Europe,Frankfurt,172,7.47
130.162.177.220,443,443,true,FRA,Europe,Frankfurt,363,7.45
130.61.107.238,8443,443,true,FRA,Europe,Frankfurt,235,7.41
143.47.243.144,8443,443,true,LHR,Europe,London,243,7.41
141.147.53.251,443,443,true,FRA,Europe,Frankfurt,284,7.40
129.159.201.168,443,443,true,FRA,Europe,Frankfurt,222,7.35
158.179.207.182,8443,443,true,ARN,Europe,Stockholm,338,7.34
164.152.17.14,443,443,true,ORD,North America,Chicago,217,7.34
131.186.22.123,443,443,true,ICN,Asia Pacific,Seoul,179,7.32
152.70.56.130,443,443,true,FRA,Europe,Frankfurt,279,7.26
129.151.204.91,443,443,true,ARN,Europe,Stockholm,356,7.25
40.233.70.7,8443,443,true,YYZ,North America,Toronto,381,7.23
141.144.200.111,443,443,true,FRA,Europe,Frankfurt,259,7.22
140.238.122.213,443,443,true,FRA,Europe,Frankfurt,310,7.21
130.162.234.7,443,443,true,FRA,Europe,Frankfurt,367,7.20
130.162.226.84,443,443,true,FRA,Europe,Frankfurt,357,7.18
144.21.43.8,443,443,true,FRA,Europe,Frankfurt,299,7.11
144.21.51.1,443,443,true,FRA,Europe,Frankfurt,248,7.10
130.162.237.173,443,443,true,FRA,Europe,Frankfurt,438,7.10
84.235.168.239,443,443,true,FRA,Europe,Frankfurt,300,7.07
84.8.151.100,443,443,true,FRA,Europe,Frankfurt,408,7.06
141.144.192.81,443,443,true,FRA,Europe,Frankfurt,213,7.05
84.235.166.70,443,443,true,FRA,Europe,Frankfurt,321,7.02
164.152.26.70,2086,443,true,ORD,North America,Chicago,213,6.98
150.136.240.243,443,443,true,IAD,North America,Ashburn,244,6.85
130.162.176.73,443,443,true,FRA,Europe,Frankfurt,360,6.83
130.162.179.11,443,443,true,FRA,Europe,Frankfurt,367,6.75
132.145.54.84,2053,443,true,LHR,Europe,London,374,6.72
89.168.65.226,443,443,true,FRA,Europe,Frankfurt,260,6.71
141.148.244.177,443,443,true,FRA,Europe,Frankfurt,186,6.62
141.147.102.6,443,443,true,FRA,Europe,Frankfurt,313,6.60
143.47.243.174,443,443,true,FRA,Europe,Frankfurt,313,6.60
130.162.239.227,443,443,true,FRA,Europe,Frankfurt,446,6.58
130.61.170.78,443,443,true,FRA,Europe,Frankfurt,270,6.50
84.235.164.122,443,443,true,FRA,Europe,Frankfurt,255,6.48
143.47.243.144,2053,443,true,LHR,Europe,London,346,6.41
141.147.95.120,443,443,true,FRA,Europe,Frankfurt,358,6.40
89.168.85.172,8443,443,true,FRA,Europe,Frankfurt,310,6.38
158.180.42.88,443,443,true,FRA,Europe,Frankfurt,325,6.32
84.235.164.23,443,443,true,FRA,Europe,Frankfurt,297,6.26
129.146.248.140,443,443,true,LAX,North America,Los Angeles,271,6.12
138.2.122.191,443,443,true,ICN,Asia Pacific,Seoul,132,5.93
158.179.207.182,2053,443,true,ARN,Europe,Stockholm,248,5.85
155.248.184.2,443,443,true,NRT,Asia Pacific,Tokyo,182,5.72
89.168.85.172,2096,443,true,FRA,Europe,Frankfurt,246,5.72
217.142.243.226,443,443,true,KIX,Asia Pacific,Osaka,292,5.69
129.151.198.3,2053,443,true,ARN,Europe,Stockholm,446,5.68
141.147.190.128,443,443,true,NRT,Asia Pacific,Tokyo,81,5.67
168.138.165.174,443,443,true,SIN,Asia Pacific,Singapore,92,5.56
146.56.101.141,443,443,true,ICN,Asia Pacific,Seoul,153,5.47
144.24.90.107,443,443,true,ICN,Asia Pacific,Seoul,303,5.42
140.83.86.166,443,443,true,KIX,Asia Pacific,Osaka,195,5.38
193.123.228.139,2053,443,true,ICN,Asia Pacific,Seoul,203,5.34
129.151.198.3,8443,443,true,ARN,Europe,Stockholm,315,5.30
150.230.149.208,443,443,true,FRA,Europe,Frankfurt,373,5.24
193.122.110.171,443,443,true,ICN,Asia Pacific,Seoul,185,5.23
131.186.27.112,2096,443,true,ICN,Asia Pacific,Seoul,133,5.23
143.47.179.9,443,443,true,FRA,Europe,Frankfurt,337,5.18
64.110.101.31,443,443,true,KIX,Asia Pacific,Osaka,147,5.12
129.159.22.4,443,443,true,BOM,Asia Pacific,Mumbai,158,5.06
144.24.243.207,443,443,true,ZRH,Europe,Zurich,428,5.01
192.9.180.162,443,443,true,SYD,Oceania,Sydney,189,5.00
193.123.250.209,2087,2096,true,ICN,Asia Pacific,Seoul,203,4.88
129.159.34.122,443,443,true,SJC,North America,San Jose,183,4.86
129.151.148.35,443,443,true,DXB,Middle East,Dubai,81,4.81
150.230.20.156,8443,443,true,AMS,Europe,Amsterdam,340,4.81
79.72.93.152,443,443,true,FRA,Europe,Frankfurt,246,4.79
158.101.199.249,8443,443,true,AMS,Europe,Amsterdam,275,4.78
89.168.95.22,2052,443,true,FRA,Europe,Frankfurt,173,4.78
141.144.253.109,443,443,true,FRA,Europe,Frankfurt,283,4.76
158.101.215.45,8443,443,true,AMS,Europe,Amsterdam,426,4.75
129.146.47.72,443,443,true,LAX,North America,Los Angeles,306,4.75
152.70.57.182,443,443,true,AMS,Europe,Amsterdam,274,4.74
141.147.47.32,8443,443,true,FRA,Europe,Frankfurt,212,4.68
141.144.232.159,443,443,true,FRA,Europe,Frankfurt,288,4.67
152.67.78.184,443,443,true,ZRH,Europe,Zurich,226,4.66
143.47.242.195,443,443,true,LHR,Europe,London,277,4.63
152.70.59.90,8443,443,true,AMS,Europe,Amsterdam,338,4.60
158.179.203.23,443,443,true,OSL,Europe,Oslo,265,4.58
129.146.220.190,443,443,true,LAX,North America,Los Angeles,483,4.55
129.146.254.39,443,443,true,LAX,North America,Los Angeles,299,4.54
129.146.242.24,2053,443,true,LAX,North America,Los Angeles,390,4.53
84.235.169.234,443,443,true,AMS,Europe,Amsterdam,383,4.46
141.148.242.113,8443,443,true,AMS,Europe,Amsterdam,365,4.45
152.70.123.60,443,443,true,SJC,North America,San Jose,195,4.44
129.154.46.115,443,443,true,BOM,Asia Pacific,Mumbai,274,4.42
146.235.219.98,443,443,true,SJC,North America,San Jose,242,4.34
158.101.175.51,443,443,true,FRA,Europe,Frankfurt,288,4.28
140.238.195.98,443,443,true,SYD,Oceania,Sydney,173,4.28
141.147.85.167,8443,443,true,LHR,Europe,London,356,4.25
132.226.31.178,443,443,true,LAX,North America,Los Angeles,316,4.15
129.153.126.67,443,443,true,LAX,North America,Los Angeles,389,4.03
155.248.202.141,443,443,true,SJC,North America,San Jose,237,3.98
129.153.119.97,443,443,true,LAX,North America,Los Angeles,410,3.96
129.146.168.102,443,443,true,LAX,North America,Los Angeles,203,3.96
89.168.68.57,8443,443,true,FRA,Europe,Frankfurt,298,3.88
140.238.195.98,443,443,true,SYD,Oceania,Sydney,250,3.79
134.65.59.100,443,443,true,LHR,Europe,London,164,3.75
192.18.159.129,443,443,true,YYZ,North America,Toronto,440,3.70
129.159.241.172,443,443,true,FRA,Europe,Frankfurt,285,3.67
129.159.47.255,443,443,true,SJC,North America,San Jose,179,3.59
158.180.49.11,8443,443,true,FRA,Europe,Frankfurt,363,3.58
144.21.51.51,8443,443,true,LHR,Europe,London,236,3.41
165.1.123.204,443,443,true,SCL,South America,Santiago,419,3.12
141.144.242.163,443,443,true,FRA,Europe,Frankfurt,275,3.04
129.159.83.88,8443,443,true,IAD,North America,Ashburn,273,2.92
89.168.43.31,8443,443,true,CDG,Europe,Paris,296,2.91
193.122.1.0,2053,443,true,FRA,Europe,Frankfurt,341,2.84
158.101.169.13,2053,443,true,FRA,Europe,Frankfurt,246,2.62
158.178.206.197,2053,443,true,CDG,Europe,Paris,367,2.59
152.67.44.30,443,443,true,GRU,South America,São Paulo,376,2.53
144.22.252.124,443,443,true,GRU,South America,São Paulo,374,2.53
89.168.43.31,2053,443,true,CDG,Europe,Paris,380,2.45
141.144.198.113,2053,443,true,AMS,Europe,Amsterdam,303,2.32
129.159.132.0,2053,443,true,TLV,Middle East,Tel Aviv,346,2.30
193.122.1.0,8443,443,true,FRA,Europe,Frankfurt,276,2.28
141.144.198.113,8443,443,true,AMS,Europe,Amsterdam,250,2.21
132.226.163.224,2053,443,true,GRU,South America,São Paulo,435,2.19
129.153.39.213,2053,443,true,IAD,North America,Ashburn,408,2.11
129.159.132.0,8443,443,true,TLV,Middle East,Tel Aviv,335,2.10
158.101.169.13,8443,443,true,FRA,Europe,Frankfurt,321,2.07
129.154.59.99,443,443,true,ICN,Asia Pacific,Seoul,227,1.97
168.138.141.235,2053,443,true,GRU,South America,São Paulo,359,1.79
79.76.97.201,443,443,true,FRA,Europe,Frankfurt,323,1.75
158.178.206.197,8443,443,true,CDG,Europe,Paris,466,1.58
129.153.39.213,8443,443,true,IAD,North America,Ashburn,337,1.55
144.21.51.51,2053,443,true,LHR,Europe,London,315,1.46
158.180.49.11,2053,443,true,FRA,Europe,Frankfurt,293,1.38
144.24.74.51,443,443,true,ICN,Asia Pacific,Seoul,149,1.38
150.230.196.248,443,443,true,NRT,Asia Pacific,Tokyo,371,1.24
141.145.205.115,8443,8443,true,CDG,Europe,Paris,319,1.16
140.238.225.218,443,443,true,BOM,Asia Pacific,Mumbai,240,1.15
152.67.231.219,443,443,true,SJC,North America,San Jose,269,1.13
141.147.61.116,8443,443,true,FRA,Europe,Frankfurt,320,0.57
141.147.61.116,2053,443,true,FRA,Europe,Frankfurt,254,0.53
132.226.163.224,8443,443,true,GRU,South America,São Paulo,453,0.49
89.168.68.57,2053,443,true,FRA,Europe,Frankfurt,158,0.43
158.101.15.48,443,443,true,LAX,North America,Los Angeles,303,0.40
158.101.169.13,8443,443,true,FRA,Europe,Frankfurt,336,0.31
158.101.169.13,2053,443,true,FRA,Europe,Frankfurt,280,0.22
158.101.175.51,443,443,true,FRA,Europe,Frankfurt,313,0.18
129.159.84.71,443,443,true,IAD,North America,Ashburn,253,0.09
146.235.17.31,443,443,true,SIN,Asia Pacific,Singapore,73,0.00
132.226.7.217,443,443,true,NRT,Asia Pacific,Tokyo,76,0.00
158.179.164.17,2052,2052,false,ICN,Asia Pacific,Seoul,80,0.00
152.67.222.250,80,80,false,ICN,Asia Pacific,Seoul,96,0.00
213.35.105.46,443,443,true,SIN,Asia Pacific,Singapore,98,0.00
193.123.228.139,2052,80,false,ICN,Asia Pacific,Seoul,100,0.00
168.138.185.234,443,443,true,SIN,Asia Pacific,Singapore,103,0.00
168.138.50.249,443,443,true,KIX,Asia Pacific,Osaka,104,0.00
130.162.128.34,2052,80,false,ICN,Asia Pacific,Seoul,107,0.00
193.122.114.161,2052,2086,false,ICN,Asia Pacific,Seoul,107,0.00
193.122.125.14,8880,8880,false,ICN,Asia Pacific,Seoul,108,0.00
140.238.1.157,2052,2052,false,ICN,Asia Pacific,Seoul,108,0.00
193.123.235.59,443,443,true,ICN,Asia Pacific,Seoul,113,0.00
193.123.233.143,2096,80,false,ICN,Asia Pacific,Seoul,115,0.00
193.123.228.139,8880,80,false,ICN,Asia Pacific,Seoul,122,0.00
168.138.47.238,8443,80,false,KIX,Asia Pacific,Osaka,125,0.00
150.230.62.27,443,80,false,KIX,Asia Pacific,Osaka,136,0.00
146.56.133.140,2083,80,false,ICN,Asia Pacific,Seoul,149,0.00
150.230.63.93,443,443,true,KIX,Asia Pacific,Osaka,153,0.00
144.24.76.213,2052,2052,false,ICN,Asia Pacific,Seoul,172,0.00
146.56.162.25,80,80,false,ICN,Asia Pacific,Seoul,176,0.00
193.122.114.161,2052,2086,false,ICN,Asia Pacific,Seoul,176,0.00
165.1.76.23,80,80,false,SJC,North America,San Jose,178,0.00
146.235.204.107,80,80,false,SJC,North America,San Jose,182,0.00
168.138.212.87,443,443,true,NRT,Asia Pacific,Tokyo,183,0.00
89.168.122.44,80,80,false,FRA,Europe,Frankfurt,188,0.00
152.70.249.67,443,443,true,ICN,Asia Pacific,Seoul,192,0.00
140.238.29.117,443,80,false,ICN,Asia Pacific,Seoul,192,0.00
193.123.233.143,2083,80,false,ICN,Asia Pacific,Seoul,195,0.00
140.238.40.67,443,443,true,NRT,Asia Pacific,Tokyo,211,0.00
143.47.179.237,80,80,false,AMS,Europe,Amsterdam,212,0.00
140.238.19.2,443,80,false,ICN,Asia Pacific,Seoul,225,0.00
168.138.212.196,2096,2096,true,NRT,Asia Pacific,Tokyo,241,0.00
192.18.134.22,443,443,true,SJC,North America,San Jose,257,0.00
130.162.61.18,80,80,false,FRA,Europe,Frankfurt,262,0.00
129.153.223.37,443,443,true,LAX,North America,Los Angeles,272,0.00
140.238.1.157,2052,2052,false,ICN,Asia Pacific,Seoul,282,0.00
158.101.71.60,443,443,true,NRT,Asia Pacific,Tokyo,288,0.00
192.18.134.231,443,443,true,SJC,North America,San Jose,294,0.00
193.122.101.195,443,443,true,ICN,Asia Pacific,Seoul,306,0.00
150.136.121.64,80,443,true,IAD,North America,Ashburn,320,0.00
140.238.33.161,443,443,true,NRT,Asia Pacific,Tokyo,328,0.00
164.152.34.166,80,8080,false,GRU,South America,São Paulo,342,0.00
140.83.57.116,8443,80,false,KIX,Asia Pacific,Osaka,354,0.00
129.213.136.180,443,443,true,IAD,North America,Ashburn,410,0.00
150.230.122.76,443,443,true,LHR,Europe,London,440,0.00
