IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
52.11.232.24,443,443,true,PDX,North America,US,Portland,236,9.17
54.148.129.125,443,443,true,SEA,North America,US,Seattle,252,9.17
34.215.142.51,443,443,true,PDX,North America,US,Portland,265,9.17
54.200.168.228,443,443,true,SEA,North America,US,Seattle,329,9.17
54.218.113.116,443,443,true,SEA,North America,US,Seattle,296,9.17
16.16.149.215,443,443,true,CPH,Europe,DK,Copenhagen,352,9.17
16.16.77.217,443,443,true,CPH,Europe,DK,Copenhagen,359,9.16
52.40.221.63,443,443,true,SEA,North America,US,Seattle,376,9.16
16.16.126.247,443,443,true,CPH,Europe,DK,Copenhagen,248,9.16
54.187.38.217,443,443,true,SEA,North America,US,Seattle,422,9.16
54.218.108.69,443,443,true,SEA,North America,US,Seattle,319,9.16
34.214.172.22,443,443,true,PDX,North America,US,Portland,308,9.16
108.129.173.202,443,443,true,DUB,Europe,IE,Dublin,336,9.16
34.221.20.125,8443,443,true,PDX,North America,US,Portland,305,9.16
54.203.36.64,443,443,true,SEA,North America,US,Seattle,323,9.16
54.212.37.58,443,443,true,SEA,North America,US,Seattle,214,9.16
16.171.46.163,443,443,true,CPH,Europe,DK,Copenhagen,393,9.16
108.129.177.47,443,443,true,DUB,Europe,IE,Dublin,233,9.15
54.149.226.86,443,443,true,SEA,North America,US,Seattle,463,9.15
34.213.48.212,443,443,true,PDX,North America,US,Portland,251,9.15
16.16.99.171,443,443,true,CPH,Europe,DK,Copenhagen,367,9.15
35.167.47.195,443,443,true,PDX,North America,US,Portland,321,9.15
16.170.171.47,443,443,true,CPH,Europe,DK,Copenhagen,243,9.15
54.244.44.102,443,443,true,SEA,North America,US,Seattle,333,9.15
54.149.143.84,443,443,true,SEA,North America,US,Seattle,219,9.15
52.10.133.168,443,443,true,PDX,North America,US,Portland,309,9.15
54.187.121.223,443,443,true,SEA,North America,US,Seattle,422,9.15
52.38.79.75,443,443,true,SEA,North America,US,Seattle,263,9.15
54.213.222.246,443,443,true,SEA,North America,US,Seattle,275,9.14
35.162.117.36,443,443,true,PDX,North America,US,Portland,229,9.14
51.20.238.138,8080,443,true,ARN,Europe,SE,Stockholm,216,9.14
44.244.9.236,8443,443,true,PDX,North America,US,Portland,420,9.14
35.88.95.179,443,443,true,PDX,North America,US,Portland,315,9.14
3.250.24.72,443,443,true,DUB,Europe,IE,Dublin,279,9.14
54.213.215.13,2053,443,true,PDX,North America,US,Portland,289,9.14
54.190.101.48,443,443,true,SEA,North America,US,Seattle,230,9.13
18.246.35.132,443,443,true,PDX,North America,US,Portland,297,9.13
16.16.110.35,443,443,true,CPH,Europe,DK,Copenhagen,282,9.13
54.70.201.49,443,443,true,SEA,North America,US,Seattle,257,9.13
52.89.69.172,443,443,true,SEA,North America,US,Seattle,257,9.13
34.219.44.183,443,443,true,PDX,North America,US,Portland,216,9.13
16.16.194.251,443,443,true,CPH,Europe,DK,Copenhagen,369,9.13
34.212.171.103,443,443,true,PDX,North America,US,Portland,292,9.13
44.243.179.83,443,443,true,PDX,North America,US,Portland,244,9.12
54.187.136.29,443,443,true,SEA,North America,US,Seattle,317,9.12
34.212.115.88,443,443,true,PDX,North America,US,Portland,293,9.12
34.216.231.191,443,443,true,PDX,North America,US,Portland,317,9.11
54.68.158.88,443,443,true,PDX,North America,US,Portland,290,9.11
54.191.186.166,443,443,true,SEA,North America,US,Seattle,237,9.11
35.93.159.3,443,443,true,PDX,North America,US,Portland,269,9.11
35.92.59.200,8443,443,true,PDX,North America,US,Portland,259,9.11
52.27.156.88,443,443,true,SEA,North America,US,Seattle,233,9.11
54.186.73.175,443,443,true,SEA,North America,US,Seattle,290,9.11
35.160.22.180,443,443,true,PDX,North America,US,Portland,222,9.11
54.212.154.21,443,443,true,SEA,North America,US,Seattle,221,9.11
52.39.231.155,443,443,true,SEA,North America,US,Seattle,220,9.11
54.186.242.86,443,443,true,SEA,North America,US,Seattle,294,9.11
34.220.194.102,443,443,true,PDX,North America,US,Portland,210,9.11
52.34.235.10,443,443,true,SEA,North America,US,Seattle,328,9.11
54.201.98.172,443,443,true,SEA,North America,US,Seattle,329,9.10
34.214.172.22,443,443,true,PDX,North America,US,Portland,334,9.10
34.211.64.122,443,443,true,PDX,North America,US,Portland,310,9.10
34.222.98.23,8443,443,true,PDX,North America,US,Portland,323,9.10
34.220.212.140,443,443,true,PDX,North America,US,Portland,233,9.10
54.187.196.0,443,443,true,PDX,North America,US,Portland,345,9.10
34.222.78.224,443,443,true,PDX,North America,US,Portland,323,9.10
34.221.239.245,443,443,true,PDX,North America,US,Portland,389,9.10
54.149.144.83,443,443,true,SEA,North America,US,Seattle,301,9.09
54.186.108.196,443,443,true,SEA,North America,US,Seattle,226,9.09
54.218.64.103,443,443,true,PDX,North America,US,Portland,380,9.09
35.161.165.237,443,443,true,PDX,North America,US,Portland,293,9.09
54.213.128.253,443,443,true,SEA,North America,US,Seattle,361,9.09
16.16.159.168,443,443,true,CPH,Europe,DK,Copenhagen,263,9.09
54.218.174.209,443,443,true,PDX,North America,US,Portland,295,9.09
34.211.127.193,443,443,true,PDX,North America,US,Portland,219,9.09
54.214.225.46,443,443,true,SEA,North America,US,Seattle,280,9.09
54.149.200.141,443,443,true,SEA,North America,US,Seattle,216,9.08
34.222.100.132,443,443,true,PDX,North America,US,Portland,265,9.08
34.214.104.193,8443,443,true,PDX,North America,US,Portland,334,9.08
16.16.141.15,443,443,true,CPH,Europe,DK,Copenhagen,264,9.08
54.70.218.38,443,443,true,SEA,North America,US,Seattle,264,9.08
34.212.179.34,443,443,true,PDX,North America,US,Portland,304,9.08
54.176.113.170,80,443,true,SJC,North America,US,San Jose,229,9.08
16.16.205.177,443,443,true,CPH,Europe,DK,Copenhagen,415,9.08
3.250.50.92,443,443,true,DUB,Europe,IE,Dublin,318,9.08
34.222.78.233,443,443,true,PDX,North America,US,Portland,244,9.08
54.149.144.83,443,443,true,SEA,North America,US,Seattle,359,9.08
51.20.238.138,8080,443,true,ARN,Europe,SE,Stockholm,203,9.07
35.166.160.66,443,443,true,PDX,North America,US,Portland,223,9.07
54.149.120.213,443,443,true,SEA,North America,US,Seattle,288,9.07
54.184.168.49,443,443,true,SEA,North America,US,Seattle,346,9.07
34.222.103.247,443,443,true,PDX,North America,US,Portland,312,9.07
18.237.156.34,443,443,true,PDX,North America,US,Portland,338,9.07
52.12.232.52,443,443,true,PDX,North America,US,Portland,246,9.07
34.221.63.253,443,443,true,PDX,North America,US,Portland,297,9.06
67.226.221.61,80,443,true,SJC,North America,US,San Jose,571,9.06
54.202.93.48,443,443,true,SEA,North America,US,Seattle,374,9.06
3.123.41.161,2053,443,true,FRA,Europe,DE,Frankfurt,382,9.06
34.209.141.253,443,443,true,PDX,North America,US,Portland,364,9.06
54.187.0.24,443,443,true,PDX,North America,US,Portland,288,9.06
16.16.141.242,443,443,true,CPH,Europe,DK,Copenhagen,387,9.06
35.164.33.83,8443,443,true,PDX,North America,US,Portland,290,9.06
54.203.73.52,443,443,true,SEA,North America,US,Seattle,278,9.05
34.214.233.126,8443,443,true,PDX,North America,US,Portland,372,9.05
44.244.226.79,443,443,true,SEA,North America,US,Seattle,303,9.05
34.209.22.37,443,443,true,PDX,North America,US,Portland,262,9.05
34.208.250.133,443,443,true,PDX,North America,US,Portland,261,9.05
52.12.232.52,443,443,true,SEA,North America,US,Seattle,335,9.05
54.190.101.48,443,443,true,SEA,North America,US,Seattle,410,9.04
54.203.73.52,443,443,true,SEA,North America,US,Seattle,350,9.04
50.18.133.190,80,443,true,SJC,North America,US,San Jose,201,9.04
52.27.45.10,443,443,true,SEA,North America,US,Seattle,309,9.04
54.185.148.103,443,443,true,PDX,North America,US,Portland,371,9.04
35.88.109.42,443,443,true,PDX,North America,US,Portland,329,9.04
3.101.102.25,80,443,true,SJC,North America,US,San Jose,357,9.04
16.16.143.77,443,443,true,CPH,Europe,DK,Copenhagen,339,9.04
54.177.196.101,80,443,true,SJC,North America,US,San Jose,286,9.04
54.244.39.134,443,443,true,SEA,North America,US,Seattle,303,9.04
52.89.183.37,443,443,true,SEA,North America,US,Seattle,260,9.03
54.213.98.222,443,443,true,SEA,North America,US,Seattle,344,9.03
54.213.128.253,443,443,true,SEA,North America,US,Seattle,327,9.03
52.13.93.129,443,443,true,SEA,North America,US,Seattle,314,9.03
54.190.235.160,443,443,true,SEA,North America,US,Seattle,252,9.03
52.12.236.139,443,443,true,PDX,North America,US,Portland,270,9.02
54.212.149.17,443,443,true,SEA,North America,US,Seattle,271,9.02
54.213.255.249,443,443,true,SEA,North America,US,Seattle,291,9.02
54.187.212.113,8443,443,true,PDX,North America,US,Portland,271,9.02
16.170.222.145,443,443,true,CPH,Europe,DK,Copenhagen,360,9.02
34.215.15.236,443,443,true,PDX,North America,US,Portland,302,9.02
67.226.223.193,80,443,true,LHR,Europe,GB,London,175,9.02
54.213.98.222,443,443,true,SEA,North America,US,Seattle,299,9.02
54.186.14.63,443,443,true,SEA,North America,US,Seattle,321,9.02
16.16.251.42,443,443,true,CPH,Europe,DK,Copenhagen,435,9.01
35.91.62.197,443,443,true,PDX,North America,US,Portland,351,9.01
54.184.168.49,443,443,true,SEA,North America,US,Seattle,353,9.01
54.202.190.52,443,443,true,PDX,North America,US,Portland,247,9.01
67.226.223.107,80,443,true,LHR,Europe,GB,London,172,9.01
54.189.126.206,443,443,true,SEA,North America,US,Seattle,259,9.01
54.212.154.21,443,443,true,SEA,North America,US,Seattle,389,9.01
35.163.63.49,443,443,true,PDX,North America,US,Portland,279,9.01
34.212.170.101,443,443,true,PDX,North America,US,Portland,275,9.01
16.16.76.248,443,443,true,CPH,Europe,DK,Copenhagen,304,9.01
34.219.99.46,443,443,true,PDX,North America,US,Portland,220,9.01
35.89.69.112,443,443,true,PDX,North America,US,Portland,307,9.00
63.177.127.157,443,443,true,FRA,Europe,DE,Frankfurt,265,9.00
54.149.93.30,443,443,true,SEA,North America,US,Seattle,286,9.00
54.148.160.47,443,443,true,PDX,North America,US,Portland,235,9.00
54.70.201.49,443,443,true,SEA,North America,US,Seattle,282,9.00
54.149.113.142,443,443,true,SEA,North America,US,Seattle,232,9.00
54.187.51.55,443,443,true,SEA,North America,US,Seattle,270,9.00
54.244.101.147,443,443,true,SEA,North America,US,Seattle,230,8.99
16.170.15.62,443,443,true,CPH,Europe,DK,Copenhagen,218,8.99
44.245.20.152,443,443,true,SEA,North America,US,Seattle,353,8.99
34.212.171.103,443,443,true,PDX,North America,US,Portland,255,8.99
54.212.155.199,443,443,true,SEA,North America,US,Seattle,281,8.99
16.16.219.145,443,443,true,CPH,Europe,DK,Copenhagen,406,8.99
3.79.167.234,443,443,true,FRA,Europe,DE,Frankfurt,346,8.99
18.118.34.129,443,443,true,IAD,North America,US,Ashburn,260,8.99
35.91.48.246,443,443,true,PDX,North America,US,Portland,291,8.99
44.243.161.166,443,443,true,PDX,North America,US,Portland,405,8.99
16.16.156.204,443,443,true,CPH,Europe,DK,Copenhagen,304,8.99
16.16.194.203,443,443,true,CPH,Europe,DK,Copenhagen,391,8.99
54.184.138.202,443,443,true,SEA,North America,US,Seattle,458,8.99
35.159.168.72,443,443,true,FRA,Europe,DE,Frankfurt,311,8.99
35.165.134.66,443,443,true,PDX,North America,US,Portland,348,8.99
52.12.236.139,443,443,true,SEA,North America,US,Seattle,282,8.98
54.214.225.46,443,443,true,SEA,North America,US,Seattle,442,8.98
54.245.79.150,443,443,true,SEA,North America,US,Seattle,288,8.98
51.21.48.77,443,443,true,ARN,Europe,SE,Stockholm,230,8.98
35.93.31.9,443,443,true,PDX,North America,US,Portland,312,8.98
52.25.171.15,443,443,true,PDX,North America,US,Portland,241,8.98
34.209.25.208,443,443,true,PDX,North America,US,Portland,357,8.98
54.187.166.5,443,443,true,SEA,North America,US,Seattle,255,8.98
34.216.225.25,443,443,true,PDX,North America,US,Portland,430,8.98
3.17.130.223,443,443,true,IAD,North America,US,Ashburn,256,8.97
34.209.26.3,443,443,true,PDX,North America,US,Portland,232,8.97
52.43.52.216,443,443,true,PDX,North America,US,Portland,247,8.97
34.209.152.231,443,443,true,PDX,North America,US,Portland,307,8.97
34.208.7.172,443,443,true,PDX,North America,US,Portland,370,8.97
52.43.132.14,443,443,true,SEA,North America,US,Seattle,358,8.97
54.186.73.175,443,443,true,SEA,North America,US,Seattle,321,8.97
3.76.34.172,443,443,true,FRA,Europe,DE,Frankfurt,357,8.97
35.160.50.210,443,443,true,PDX,North America,US,Portland,283,8.97
52.91.190.3,443,443,true,IAD,North America,US,Ashburn,265,8.97
34.209.22.37,443,443,true,PDX,North America,US,Portland,279,8.96
35.165.181.180,443,443,true,PDX,North America,US,Portland,355,8.96
35.92.15.215,443,443,true,PDX,North America,US,Portland,262,8.96
67.226.223.224,80,443,true,LHR,Europe,GB,London,172,8.96
34.214.129.233,443,443,true,PDX,North America,US,Portland,296,8.96
34.216.31.243,443,443,true,PDX,North America,US,Portland,319,8.96
16.16.74.28,443,443,true,CPH,Europe,DK,Copenhagen,340,8.95
16.16.4.42,443,443,true,CPH,Europe,DK,Copenhagen,343,8.95
34.215.54.255,8443,443,true,PDX,North America,US,Portland,307,8.95
35.166.8.242,443,443,true,PDX,North America,US,Portland,266,8.95
3.101.102.25,80,443,true,SJC,North America,US,San Jose,395,8.95
35.93.93.76,443,443,true,PDX,North America,US,Portland,287,8.95
3.250.48.160,443,443,true,DUB,Europe,IE,Dublin,272,8.95
34.221.130.204,443,443,true,PDX,North America,US,Portland,281,8.95
44.244.229.36,443,443,true,SEA,North America,US,Seattle,328,8.95
34.221.247.87,443,443,true,PDX,North America,US,Portland,286,8.94
54.151.9.4,80,443,true,SJC,North America,US,San Jose,557,8.94
52.88.80.255,443,443,true,SEA,North America,US,Seattle,319,8.94
3.101.73.167,80,443,true,SJC,North America,US,San Jose,248,8.94
54.188.135.250,443,443,true,PDX,North America,US,Portland,399,8.94
34.209.152.231,443,443,true,PDX,North America,US,Portland,358,8.94
52.12.242.11,443,443,true,PDX,North America,US,Portland,346,8.93
35.91.36.42,8443,443,true,PDX,North America,US,Portland,267,8.93
16.16.254.21,443,443,true,CPH,Europe,DK,Copenhagen,337,8.93
16.16.90.6,443,443,true,CPH,Europe,DK,Copenhagen,264,8.93
52.12.242.11,443,443,true,PDX,North America,US,Portland,253,8.93
35.93.198.104,443,443,true,PDX,North America,US,Portland,308,8.93
16.16.212.172,443,443,true,CPH,Europe,DK,Copenhagen,453,8.93
34.216.155.131,443,443,true,PDX,North America,US,Portland,399,8.93
44.244.112.26,443,443,true,PDX,North America,US,Portland,344,8.93
52.89.183.37,443,443,true,SEA,North America,US,Seattle,271,8.93
54.187.135.112,443,443,true,SEA,North America,US,Seattle,257,8.92
34.216.31.243,443,443,true,PDX,North America,US,Portland,383,8.92
54.187.170.115,443,443,true,SEA,North America,US,Seattle,356,8.92
34.222.78.224,443,443,true,PDX,North America,US,Portland,333,8.92
52.33.250.13,443,443,true,SEA,North America,US,Seattle,309,8.92
54.212.155.199,443,443,true,SEA,North America,US,Seattle,381,8.92
52.38.79.75,443,443,true,SEA,North America,US,Seattle,345,8.92
34.222.243.157,443,443,true,PDX,North America,US,Portland,272,8.92
54.189.36.99,443,443,true,SEA,North America,US,Seattle,290,8.92
34.212.121.2,443,443,true,PDX,North America,US,Portland,334,8.92
54.70.169.204,443,443,true,SEA,North America,US,Seattle,401,8.92
18.237.56.133,443,443,true,PDX,North America,US,Portland,224,8.91
67.226.223.23,80,443,true,LHR,Europe,GB,London,171,8.91
16.16.160.122,443,443,true,CPH,Europe,DK,Copenhagen,439,8.91
35.167.153.156,443,443,true,PDX,North America,US,Portland,261,8.91
3.123.23.60,443,443,true,FRA,Europe,DE,Frankfurt,386,8.91
18.159.146.47,443,443,true,FRA,Europe,DE,Frankfurt,330,8.91
35.86.90.184,8080,443,true,PDX,North America,US,Portland,275,8.91
34.216.205.172,443,443,true,PDX,North America,US,Portland,252,8.91
54.218.236.228,443,443,true,PDX,North America,US,Portland,249,8.91
54.244.44.102,443,443,true,SEA,North America,US,Seattle,385,8.91
54.71.150.191,443,443,true,SEA,North America,US,Seattle,261,8.91
34.217.121.21,443,443,true,PDX,North America,US,Portland,279,8.91
52.37.202.213,443,443,true,SEA,North America,US,Seattle,284,8.91
44.244.253.121,443,443,true,PDX,North America,US,Portland,317,8.91
52.11.18.101,443,443,true,PDX,North America,US,Portland,337,8.91
18.246.37.213,443,443,true,PDX,North America,US,Portland,267,8.90
18.237.57.69,443,443,true,PDX,North America,US,Portland,218,8.90
34.217.137.144,443,443,true,PDX,North America,US,Portland,360,8.90
34.220.109.91,443,443,true,PDX,North America,US,Portland,314,8.90
16.16.128.76,443,443,true,CPH,Europe,DK,Copenhagen,350,8.90
35.93.76.241,443,443,true,PDX,North America,US,Portland,261,8.90
35.163.63.49,443,443,true,PDX,North America,US,Portland,364,8.90
34.212.134.117,443,443,true,PDX,North America,US,Portland,384,8.90
54.186.64.99,443,443,true,SEA,North America,US,Seattle,238,8.90
54.191.207.102,443,443,true,SEA,North America,US,Seattle,252,8.89
52.33.80.53,443,443,true,SEA,North America,US,Seattle,343,8.89
34.212.185.11,443,443,true,PDX,North America,US,Portland,235,8.89
54.212.240.200,443,443,true,SEA,North America,US,Seattle,396,8.89
54.244.137.72,443,443,true,SEA,North America,US,Seattle,320,8.89
54.202.153.192,443,443,true,SEA,North America,US,Seattle,272,8.89
52.88.83.215,443,443,true,SEA,North America,US,Seattle,438,8.89
35.92.19.55,443,443,true,PDX,North America,US,Portland,233,8.89
3.138.184.81,443,443,true,IAD,North America,US,Ashburn,368,8.89
3.142.153.74,443,443,true,IAD,North America,US,Ashburn,334,8.88
54.212.241.229,443,443,true,PDX,North America,US,Portland,255,8.88
34.209.138.81,443,443,true,PDX,North America,US,Portland,316,8.88
16.170.222.224,443,443,true,CPH,Europe,DK,Copenhagen,254,8.88
16.171.114.20,2053,443,true,ARN,Europe,SE,Stockholm,356,8.87
52.88.59.101,443,443,true,SEA,North America,US,Seattle,352,8.87
54.214.224.132,443,443,true,SEA,North America,US,Seattle,286,8.87
54.187.240.31,443,443,true,SEA,North America,US,Seattle,345,8.87
54.202.223.127,443,443,true,SEA,North America,US,Seattle,354,8.87
52.10.158.253,443,443,true,PDX,North America,US,Portland,376,8.87
52.32.107.48,443,443,true,SEA,North America,US,Seattle,345,8.87
34.211.49.221,443,443,true,PDX,North America,US,Portland,292,8.86
16.171.61.105,443,443,true,CPH,Europe,DK,Copenhagen,210,8.86
54.219.128.169,80,443,true,SJC,North America,US,San Jose,317,8.86
44.244.229.36,443,443,true,SEA,North America,US,Seattle,444,8.86
44.244.54.151,443,443,true,PDX,North America,US,Portland,409,8.86
34.219.8.89,443,443,true,PDX,North America,US,Portland,283,8.86
34.220.177.228,443,443,true,PDX,North America,US,Portland,308,8.86
16.16.171.251,443,443,true,CPH,Europe,DK,Copenhagen,395,8.86
44.245.232.48,443,443,true,PDX,North America,US,Portland,279,8.86
52.88.83.215,443,443,true,SEA,North America,US,Seattle,285,8.85
3.68.157.79,443,443,true,FRA,Europe,DE,Frankfurt,310,8.85
54.244.154.143,443,443,true,SEA,North America,US,Seattle,241,8.85
34.219.174.69,443,443,true,PDX,North America,US,Portland,220,8.85
54.186.38.200,443,443,true,SEA,North America,US,Seattle,385,8.85
44.243.161.104,443,443,true,SEA,North America,US,Seattle,273,8.85
54.70.235.4,8443,443,true,SEA,North America,US,Seattle,291,8.85
34.220.67.169,443,443,true,PDX,North America,US,Portland,270,8.85
44.245.182.229,443,443,true,PDX,North America,US,Portland,271,8.84
35.88.206.237,443,443,true,PDX,North America,US,Portland,333,8.84
35.93.62.244,443,443,true,PDX,North America,US,Portland,241,8.84
44.224.24.91,443,443,true,SEA,North America,US,Seattle,224,8.84
34.222.135.204,443,443,true,PDX,North America,US,Portland,294,8.84
34.217.112.107,443,443,true,PDX,North America,US,Portland,355,8.83
34.222.135.204,443,443,true,PDX,North America,US,Portland,300,8.83
16.16.149.161,443,443,true,CPH,Europe,DK,Copenhagen,222,8.83
54.212.137.137,443,443,true,SEA,North America,US,Seattle,451,8.83
34.216.225.25,443,443,true,PDX,North America,US,Portland,290,8.83
35.165.134.66,443,443,true,PDX,North America,US,Portland,265,8.83
52.13.60.159,443,443,true,PDX,North America,US,Portland,314,8.83
35.166.160.66,443,443,true,PDX,North America,US,Portland,222,8.82
16.171.67.104,443,443,true,CPH,Europe,DK,Copenhagen,230,8.82
34.222.243.157,443,443,true,PDX,North America,US,Portland,316,8.82
52.25.103.45,443,443,true,PDX,North America,US,Portland,246,8.82
52.38.233.27,443,443,true,SEA,North America,US,Seattle,291,8.82
18.184.157.69,443,443,true,FRA,Europe,DE,Frankfurt,313,8.82
51.20.207.0,443,443,true,ARN,Europe,SE,Stockholm,262,8.82
44.244.9.236,8443,443,true,SEA,North America,US,Seattle,284,8.82
3.76.250.37,443,443,true,FRA,Europe,DE,Frankfurt,374,8.82
34.220.109.91,443,443,true,PDX,North America,US,Portland,228,8.82
18.246.35.24,443,443,true,PDX,North America,US,Portland,256,8.82
35.90.214.82,443,443,true,PDX,North America,US,Portland,343,8.82
54.187.48.22,443,443,true,SEA,North America,US,Seattle,317,8.81
34.222.103.247,443,443,true,PDX,North America,US,Portland,451,8.81
16.16.126.38,443,443,true,CPH,Europe,DK,Copenhagen,375,8.81
18.237.55.80,443,443,true,PDX,North America,US,Portland,283,8.81
34.215.142.51,443,443,true,PDX,North America,US,Portland,334,8.81
54.189.243.225,443,443,true,SEA,North America,US,Seattle,227,8.81
54.149.113.142,443,443,true,SEA,North America,US,Seattle,287,8.80
54.212.227.43,443,443,true,SEA,North America,US,Seattle,286,8.80
54.218.103.195,443,443,true,SEA,North America,US,Seattle,357,8.80
34.209.214.56,443,443,true,PDX,North America,US,Portland,344,8.80
54.184.251.186,443,443,true,PDX,North America,US,Portland,372,8.80
34.212.115.88,443,443,true,PDX,North America,US,Portland,383,8.80
54.193.48.13,443,443,true,SJC,North America,US,San Jose,219,8.80
16.16.96.161,443,443,true,CPH,Europe,DK,Copenhagen,406,8.80
54.190.41.116,443,443,true,PDX,North America,US,Portland,371,8.80
52.25.103.45,443,443,true,SEA,North America,US,Seattle,243,8.80
44.244.227.48,443,443,true,SEA,North America,US,Seattle,322,8.79
18.237.230.219,443,443,true,PDX,North America,US,Portland,219,8.79
34.220.184.66,443,443,true,PDX,North America,US,Portland,284,8.79
34.209.25.238,443,443,true,PDX,North America,US,Portland,272,8.79
44.243.189.94,443,443,true,PDX,North America,US,Portland,327,8.79
3.67.194.26,443,443,true,FRA,Europe,DE,Frankfurt,340,8.79
54.213.239.129,443,443,true,SEA,North America,US,Seattle,348,8.79
54.213.215.13,2053,443,true,PDX,North America,US,Portland,325,8.79
35.161.165.237,443,443,true,PDX,North America,US,Portland,327,8.79
3.67.194.26,443,443,true,FRA,Europe,DE,Frankfurt,271,8.79
16.16.241.46,443,443,true,CPH,Europe,DK,Copenhagen,405,8.78
35.162.117.36,443,443,true,PDX,North America,US,Portland,237,8.78
16.16.255.125,443,443,true,CPH,Europe,DK,Copenhagen,366,8.78
34.214.182.8,443,443,true,PDX,North America,US,Portland,232,8.78
44.244.12.137,443,443,true,PDX,North America,US,Portland,269,8.78
3.128.253.42,2053,443,true,ORD,North America,US,Chicago,363,8.78
52.11.18.101,443,443,true,SEA,North America,US,Seattle,301,8.78
34.216.205.172,443,443,true,PDX,North America,US,Portland,281,8.78
54.189.126.206,443,443,true,SEA,North America,US,Seattle,253,8.78
54.187.38.217,443,443,true,SEA,North America,US,Seattle,278,8.78
44.244.54.151,443,443,true,PDX,North America,US,Portland,294,8.77
16.16.94.27,443,443,true,CPH,Europe,DK,Copenhagen,365,8.77
44.243.183.101,443,443,true,SEA,North America,US,Seattle,340,8.77
54.190.41.116,443,443,true,PDX,North America,US,Portland,266,8.77
16.170.209.13,443,443,true,CPH,Europe,DK,Copenhagen,283,8.77
54.177.181.158,80,443,true,SJC,North America,US,San Jose,289,8.76
52.26.202.163,443,443,true,SEA,North America,US,Seattle,268,8.76
54.189.36.99,443,443,true,SEA,North America,US,Seattle,277,8.76
35.93.182.250,443,443,true,PDX,North America,US,Portland,318,8.76
34.222.168.97,443,443,true,PDX,North America,US,Portland,526,8.76
54.187.161.63,443,443,true,SEA,North America,US,Seattle,380,8.76
16.16.210.52,443,443,true,CPH,Europe,DK,Copenhagen,442,8.76
54.186.14.63,443,443,true,SEA,North America,US,Seattle,255,8.76
52.88.185.39,443,443,true,SEA,North America,US,Seattle,254,8.76
3.72.86.194,443,443,true,FRA,Europe,DE,Frankfurt,329,8.76
52.36.194.109,443,443,true,SEA,North America,US,Seattle,389,8.76
34.220.184.117,443,443,true,PDX,North America,US,Portland,368,8.76
16.16.98.2,443,443,true,CPH,Europe,DK,Copenhagen,249,8.76
16.16.142.161,443,443,true,CPH,Europe,DK,Copenhagen,311,8.75
52.11.232.24,443,443,true,PDX,North America,US,Portland,310,8.75
67.226.223.142,80,443,true,LHR,Europe,GB,London,176,8.75
52.24.151.154,443,443,true,SEA,North America,US,Seattle,282,8.75
34.220.141.87,443,443,true,PDX,North America,US,Portland,256,8.75
34.220.141.87,443,443,true,PDX,North America,US,Portland,339,8.75
54.202.56.174,443,443,true,SEA,North America,US,Seattle,333,8.75
3.144.75.216,443,443,true,IAD,North America,US,Ashburn,270,8.75
52.42.241.192,443,443,true,SEA,North America,US,Seattle,317,8.74
16.16.74.37,443,443,true,CPH,Europe,DK,Copenhagen,326,8.74
16.170.136.116,2083,443,true,CPH,Europe,DK,Copenhagen,288,8.74
