IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.118.87.30,443,443,true,FRA,Europe,Frankfurt,175,5.49
34.118.95.240,443,443,true,FRA,Europe,Frankfurt,227,5.47
34.154.251.236,443,443,true,FRA,Europe,Frankfurt,174,5.44
34.154.126.75,443,443,true,FRA,Europe,Frankfurt,172,5.44
34.118.79.236,443,443,true,FRA,Europe,Frankfurt,265,5.31
34.118.125.121,443,443,true,FRA,Europe,Frankfurt,225,5.29
34.116.206.190,443,443,true,FRA,Europe,Frankfurt,194,5.28
34.147.66.152,443,443,true,FRA,Europe,Frankfurt,232,5.28
34.116.228.88,443,443,true,FRA,Europe,Frankfurt,186,5.26
34.116.153.60,443,443,true,FRA,Europe,Frankfurt,181,5.24
34.118.91.9,443,443,true,FRA,Europe,Frankfurt,193,5.20
34.118.27.239,443,443,true,FRA,Europe,Frankfurt,182,5.19
34.118.56.203,443,443,true,FRA,Europe,Frankfurt,242,5.15
34.118.87.194,443,443,true,FRA,Europe,Frankfurt,244,5.12
34.118.68.149,443,443,true,FRA,Europe,Frankfurt,212,5.10
34.116.147.82,443,443,true,FRA,Europe,Frankfurt,192,5.09
34.118.55.146,443,443,true,FRA,Europe,Frankfurt,178,5.06
34.118.31.174,443,443,true,FRA,Europe,Frankfurt,235,5.04
34.154.166.116,443,443,true,FRA,Europe,Frankfurt,184,5.04
34.118.22.194,443,443,true,FRA,Europe,Frankfurt,191,5.04
34.118.18.2,443,443,true,FRA,Europe,Frankfurt,236,5.03
34.118.93.225,443,443,true,FRA,Europe,Frankfurt,208,5.00
34.154.166.199,443,443,true,FRA,Europe,Frankfurt,179,4.99
34.118.125.121,443,443,true,FRA,Europe,Frankfurt,182,4.98
34.118.68.149,443,443,true,FRA,Europe,Frankfurt,183,4.98
34.116.232.197,443,443,true,FRA,Europe,Frankfurt,190,4.98
34.154.209.183,443,443,true,FRA,Europe,Frankfurt,186,4.98
34.154.146.81,443,443,true,FRA,Europe,Frankfurt,177,4.98
34.118.127.195,443,443,true,FRA,Europe,Frankfurt,246,4.93
34.118.22.52,443,443,true,FRA,Europe,Frankfurt,252,4.91
34.118.5.226,443,443,true,FRA,Europe,Frankfurt,245,4.90
34.118.82.162,443,443,true,FRA,Europe,Frankfurt,194,4.90
34.118.105.92,443,443,true,FRA,Europe,Frankfurt,215,4.89
34.116.224.152,443,443,true,FRA,Europe,Frankfurt,182,4.86
34.118.7.233,443,443,true,FRA,Europe,Frankfurt,234,4.86
34.154.122.207,443,443,true,FRA,Europe,Frankfurt,184,4.86
34.118.68.179,443,443,true,FRA,Europe,Frankfurt,191,4.80
34.154.248.87,443,443,true,FRA,Europe,Frankfurt,185,4.76
34.118.114.231,443,443,true,FRA,Europe,Frankfurt,219,4.73
34.118.41.182,443,443,true,FRA,Europe,Frankfurt,232,4.71
34.154.248.246,443,443,true,FRA,Europe,Frankfurt,170,4.70
34.118.46.250,443,443,true,FRA,Europe,Frankfurt,202,4.67
34.118.82.162,443,443,true,FRA,Europe,Frankfurt,237,4.66
34.118.58.201,443,443,true,FRA,Europe,Frankfurt,188,4.66
34.118.4.192,443,443,true,FRA,Europe,Frankfurt,183,4.64
34.159.90.238,443,443,true,FRA,Europe,Frankfurt,186,4.62
34.118.37.232,443,443,true,FRA,Europe,Frankfurt,261,4.61
34.118.36.53,443,443,true,FRA,Europe,Frankfurt,186,4.60
34.159.51.38,443,443,true,FRA,Europe,Frankfurt,184,4.58
34.159.9.210,443,443,true,FRA,Europe,Frankfurt,170,4.51
34.118.97.63,443,443,true,FRA,Europe,Frankfurt,228,4.48
34.118.14.73,443,443,true,FRA,Europe,Frankfurt,183,4.47
34.118.22.52,443,443,true,FRA,Europe,Frankfurt,190,4.45
34.118.114.167,443,443,true,FRA,Europe,Frankfurt,186,4.45
34.118.14.73,443,443,true,FRA,Europe,Frankfurt,209,4.44
34.118.122.67,443,443,true,FRA,Europe,Frankfurt,227,4.42
34.154.168.71,443,443,true,FRA,Europe,Frankfurt,172,4.40
34.116.249.207,443,443,true,FRA,Europe,Frankfurt,182,4.34
34.118.114.167,443,443,true,FRA,Europe,Frankfurt,239,4.31
34.118.23.103,443,443,true,FRA,Europe,Frankfurt,270,4.31
34.159.87.254,443,443,true,FRA,Europe,Frankfurt,170,4.30
34.118.6.179,443,443,true,FRA,Europe,Frankfurt,244,4.28
34.118.3.246,443,443,true,FRA,Europe,Frankfurt,231,4.26
34.118.77.144,443,443,true,FRA,Europe,Frankfurt,177,4.25
34.116.246.103,443,443,true,FRA,Europe,Frankfurt,191,4.24
34.118.3.246,443,443,true,FRA,Europe,Frankfurt,187,4.17
34.154.198.222,443,443,true,FRA,Europe,Frankfurt,179,4.16
34.118.19.120,443,443,true,FRA,Europe,Frankfurt,182,4.14
34.118.105.92,443,443,true,FRA,Europe,Frankfurt,189,4.12
34.116.137.137,443,443,true,FRA,Europe,Frankfurt,187,4.12
34.118.118.40,443,443,true,FRA,Europe,Frankfurt,251,4.07
34.118.18.2,443,443,true,FRA,Europe,Frankfurt,190,4.07
34.159.103.100,443,443,true,FRA,Europe,Frankfurt,178,4.04
34.154.155.112,443,443,true,FRA,Europe,Frankfurt,177,3.98
34.118.93.225,443,443,true,FRA,Europe,Frankfurt,271,3.88
34.116.217.100,443,443,true,FRA,Europe,Frankfurt,192,3.87
34.118.110.102,443,443,true,FRA,Europe,Frankfurt,187,3.86
34.116.254.70,443,443,true,FRA,Europe,Frankfurt,187,3.82
34.118.79.236,443,443,true,FRA,Europe,Frankfurt,189,3.79
34.116.238.7,443,443,true,FRA,Europe,Frankfurt,185,3.76
34.118.31.219,443,443,true,FRA,Europe,Frankfurt,181,3.71
34.159.18.106,443,443,true,FRA,Europe,Frankfurt,173,3.68
34.154.179.84,443,443,true,FRA,Europe,Frankfurt,178,3.66
34.154.131.195,443,443,true,FRA,Europe,Frankfurt,178,3.65
34.116.151.200,443,443,true,FRA,Europe,Frankfurt,189,3.59
34.154.249.26,443,443,true,FRA,Europe,Frankfurt,174,3.59
34.154.251.207,443,443,true,FRA,Europe,Frankfurt,189,3.59
34.118.23.110,443,443,true,FRA,Europe,Frankfurt,229,3.58
34.116.196.125,443,443,true,FRA,Europe,Frankfurt,179,3.52
34.118.46.250,443,443,true,FRA,Europe,Frankfurt,236,3.51
34.116.172.199,443,443,true,FRA,Europe,Frankfurt,199,3.47
34.154.135.247,443,443,true,FRA,Europe,Frankfurt,175,3.46
34.154.105.105,443,443,true,FRA,Europe,Frankfurt,172,3.45
34.154.108.137,443,443,true,FRA,Europe,Frankfurt,179,3.45
34.154.170.106,443,443,true,FRA,Europe,Frankfurt,174,3.43
34.118.68.179,443,443,true,FRA,Europe,Frankfurt,232,3.41
34.118.37.232,443,443,true,FRA,Europe,Frankfurt,186,3.35
34.116.186.27,443,443,true,FRA,Europe,Frankfurt,181,3.35
34.118.106.17,443,443,true,FRA,Europe,Frankfurt,247,3.34
34.154.110.117,443,443,true,FRA,Europe,Frankfurt,182,3.34
34.116.192.44,443,443,true,FRA,Europe,Frankfurt,189,3.32
34.154.193.123,443,443,true,FRA,Europe,Frankfurt,176,3.30
34.154.200.46,443,443,true,FRA,Europe,Frankfurt,191,3.26
34.154.188.118,443,443,true,FRA,Europe,Frankfurt,179,3.24
34.118.23.103,443,443,true,FRA,Europe,Frankfurt,188,3.24
34.118.92.152,443,443,true,FRA,Europe,Frankfurt,190,3.23
34.118.8.36,443,443,true,FRA,Europe,Frankfurt,245,3.21
34.154.143.35,443,443,true,FRA,Europe,Frankfurt,176,3.03
34.118.92.152,443,443,true,FRA,Europe,Frankfurt,205,3.02
34.116.250.199,443,443,true,FRA,Europe,Frankfurt,192,3.00
34.118.105.161,443,443,true,FRA,Europe,Frankfurt,229,2.93
34.154.198.46,443,443,true,AMS,Europe,Amsterdam,181,2.84
34.118.29.148,443,443,true,FRA,Europe,Frankfurt,218,2.81
34.118.7.233,443,443,true,FRA,Europe,Frankfurt,188,2.78
34.118.109.211,443,443,true,FRA,Europe,Frankfurt,233,2.72
34.118.91.9,443,443,true,FRA,Europe,Frankfurt,222,2.66
34.154.232.183,443,443,true,FRA,Europe,Frankfurt,171,2.63
34.154.239.160,443,443,true,FRA,Europe,Frankfurt,186,2.56
34.116.184.196,443,443,true,FRA,Europe,Frankfurt,201,2.44
34.118.95.114,443,443,true,FRA,Europe,Frankfurt,227,2.34
34.118.31.219,443,443,true,FRA,Europe,Frankfurt,251,2.29
34.118.58.201,443,443,true,FRA,Europe,Frankfurt,247,2.15
34.118.29.148,443,443,true,FRA,Europe,Frankfurt,200,0.90
34.97.85.97,443,443,true,KIX,Asia Pacific,Osaka,80,0.62
34.97.85.97,443,443,true,KIX,Asia Pacific,Osaka,128,0.61
34.97.85.97,443,443,true,KIX,Asia Pacific,Osaka,149,0.61
35.187.229.127,80,8080,false,SIN,Asia Pacific,Singapore,3,0.00
35.244.203.169,80,80,false,SIN,Asia Pacific,Singapore,8,0.00
34.117.254.68,80,80,false,SIN,Asia Pacific,Singapore,11,0.00
34.143.174.206,443,80,false,SIN,Asia Pacific,Singapore,13,0.00
34.36.237.86,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
34.143.174.206,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
34.54.251.222,80,80,false,ORD,North America,Chicago,24,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,Singapore,28,0.00
34.36.183.121,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
34.49.212.232,80,80,false,SIN,Asia Pacific,Singapore,40,0.00
34.54.131.16,80,80,false,SIN,Asia Pacific,Singapore,59,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,59,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,59,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.150.29.153,443,80,false,HKG,Asia Pacific,Hong Kong,62,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,62,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,62,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,63,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,Mumbai,66,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,Mumbai,67,0.00
34.150.29.153,443,80,false,HKG,Asia Pacific,Hong Kong,75,0.00
34.64.46.166,443,443,true,ICN,Asia Pacific,Seoul,87,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,155,0.00
35.247.124.181,80,80,false,SEA,North America,Seattle,155,0.00
34.105.49.234,443,443,true,SEA,North America,Seattle,156,0.00
34.105.3.218,443,443,true,SEA,North America,Seattle,156,0.00
35.233.191.75,443,80,false,SEA,North America,Seattle,157,0.00
34.82.76.253,443,443,true,SEA,North America,Seattle,157,0.00
35.247.124.181,443,443,true,SEA,North America,Seattle,157,0.00
34.82.188.91,443,443,true,SEA,North America,Seattle,158,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,158,0.00
35.233.191.75,80,80,false,SEA,North America,Seattle,158,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,159,0.00
34.141.248.249,2083,80,false,AMS,Europe,Amsterdam,160,0.00
35.187.41.171,2083,80,false,CDG,Europe,Paris,160,0.00
34.141.221.33,2095,80,false,AMS,Europe,Amsterdam,160,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,161,0.00
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,161,0.00
34.141.221.33,2083,80,false,AMS,Europe,Amsterdam,162,0.00
34.141.221.33,2053,80,false,AMS,Europe,Amsterdam,163,0.00
34.141.248.249,2082,80,false,AMS,Europe,Amsterdam,163,0.00
34.141.248.249,2052,80,false,AMS,Europe,Amsterdam,164,0.00
34.141.221.33,2082,80,false,AMS,Europe,Amsterdam,164,0.00
34.141.221.33,2052,80,false,AMS,Europe,Amsterdam,164,0.00
34.105.49.234,443,443,true,SEA,North America,Seattle,165,0.00
34.141.221.33,2096,80,false,AMS,Europe,Amsterdam,165,0.00
34.141.248.249,2053,80,false,AMS,Europe,Amsterdam,166,0.00
34.141.248.249,2096,80,false,AMS,Europe,Amsterdam,166,0.00
34.141.248.249,2087,80,false,AMS,Europe,Amsterdam,166,0.00
35.187.41.171,2087,80,false,CDG,Europe,Paris,167,0.00
34.141.221.33,2086,80,false,AMS,Europe,Amsterdam,169,0.00
34.141.248.249,2086,80,false,AMS,Europe,Amsterdam,172,0.00
34.65.144.162,443,443,true,FRA,Europe,Frankfurt,177,0.00
34.175.133.251,2053,80,false,MAD,Europe,Madrid,177,0.00
34.175.161.245,2052,80,false,MAD,Europe,Madrid,178,0.00
34.175.161.245,2095,80,false,MAD,Europe,Madrid,178,0.00
34.175.161.245,2082,80,false,MAD,Europe,Madrid,178,0.00
34.175.133.251,2082,80,false,MAD,Europe,Madrid,178,0.00
34.147.101.117,2052,80,false,AMS,Europe,Amsterdam,178,0.00
34.175.99.73,2095,80,false,MAD,Europe,Madrid,179,0.00
